title,studio,domestic_gross,foreign_gross,grand_total_gross,year
Super,IFC,328000,,328000,2011
Liberal Arts,IFC,327000,,327000,2012
Shamitabh,Eros,325000,,325000,2015
Jafar Panahi's Taxi,KL,322000,,322000,2015
Compliance,Magn.,319000,,319000,2012
Adore,EXCL,319000,,319000,2013
On My Way,Cohen,317000,,317000,2014
Good Kill,IFC,316000,,316000,2015
Happy Ending,Eros,314000,,314000,2014
Back to 1942,CL,313000,,313000,2012
L'Amour Fou,IFC,312000,,312000,2011
The Breadwinner,GK,312000,,312000,2017
The Flowers of War,WHE,311000,,311000,2012
Running Man (2015),CL,311000,,311000,2015
I Am Eleven,Proud,310000,,310000,2014
A Silent Voice,Elev.,310000,,310000,2017
My Life as a Zucchini,GK,310000,,310000,2017
Francofonia,MBox,307000,,307000,2016
Attack on Titan: Part 2,FUN,306000,,306000,2015
Being Elmo: A Puppeteer's Journey,SD,304000,,304000,2011
In the Land of Blood and Honey,FD,304000,,304000,2011
Mia Madre,MBox,303000,,303000,2016
Happy End,SPC,302000,,302000,2017
Go Goa Gone,Eros,298000,,298000,2013
April and the Extraordinary World,GK,295000,,295000,2016
Ixcanul,KL,295000,,295000,2016
The Dance of Reality,Abk.,294000,,294000,2014
Last Train Home,Zeit.,288000,,288000,2010
Something From Nothing: The Art of Rap,IM,288000,,288000,2012
The People vs. Fritz Bauer,Cohen,288000,,288000,2016
Elsa & Fred (2014),MNE,286000,,286000,2014
Aquarius,Vita.,286000,,286000,2016
Theeb,FM,283000,,283000,2015
The Interrupters,CGld,282000,,282000,2011
White God,Magn.,282000,,282000,2015
A Borrowed Identity,Strand,282000,,282000,2015
Blancanieves,Cohen,280000,,280000,2013
In the Name of my Daughter,Cohen,278000,,278000,2015
Main Tera Hero,Eros,275000,,275000,2014
Rascals,Eros,274000,,274000,2011
The Black Power Mix Tape: 1967-1975,IFC,274000,,274000,2011
Night Moves,Cdgm.,272000,,272000,2014
Love on the Cloud (Wei Ai),CL,272000,,272000,2014
After the Storm,FM,272000,,272000,2017
Himmatwala,UTV,271000,,271000,2013
Kingsglaive: Final Fantasy: XV,VE,270000,,270000,2016
My Golden Days,Magn.,269000,,269000,2016
Life of Crime,RAtt.,265000,,265000,2014
The Family Fang,SM,263000,,263000,2016
Wakefield,IFC,263000,,263000,2017
Dheepan,IFC,262000,,262000,2016
Hitchcock/Truffaut,Cohen,260000,,260000,2015
"I, Daniel Blake",IFC,260000,,260000,2017
What They Had,BST,260000,,260000,2018
Great Expectations (2013),MSF,259000,,259000,2013
The Green Prince,MBox,258000,,258000,2014
Cezanne et moi,Magn.,258000,,258000,2017
Action Jackson (2014),Eros,257000,,257000,2014
Love in the Buff,CL,256000,,256000,2012
The Blue Room,IFC,255000,,255000,2014
"Life, Animated",Orch.,255000,,255000,2016
Life in a Day,NGE,253000,,253000,2011
Lola Versus,FoxS,253000,,253000,2012
The Fortress,CJ,253000,,253000,2017
Tazza: The Hidden Card,CJ,252000,,252000,2014
Batti Gul Meter Chalu,Eros,250000,,250000,2018
Love (2015),Alc,249000,,249000,2015
Black Butler: Book of the Atlantic,FUN,248000,,248000,2017
Keep the Lights On,MBox,246000,,246000,2012
Gerhard Richter Painting,KL,243000,,243000,2012
Oasis: Supersonic,A24,243000,,243000,2016
The Swindlers,WGUSA,242000,,242000,2017
Trishna,IFC,240000,,240000,2012
El Bulli: Cooking in Progress,AM,237000,,237000,2011
James Cameron's Deepsea Challenge 3D,DLA,236000,,236000,2014
Tevar,Eros,236000,,236000,2015
20 Once Again,CJ,235000,,235000,2015
Elena,Zeit.,233000,,233000,2012
The Invitation,Drft.,232000,,232000,2016
Borg vs. McEnroe,Neon,231000,,231000,2018
Matangi/Maya/M.I.A.,Abr.,231000,,231000,2018
Tezz,Eros,230000,,230000,2012
Slow West,A24,229000,,229000,2015
A Royal Night Out,ADC,228000,,228000,2015
Singh Saab The Great,Eros,226000,,226000,2013
Into the Abyss,IFC,224000,,224000,2011
A Pigeon Sat on a Branch Reflecting on Existence,Magn.,223000,,223000,2015
Pyaar Ka Punchnama 2,Rel.,223000,,223000,2015
Miss Hokusai,GK,223000,,223000,2016
ABCD (Any Body Can Dance),UTV,222000,,222000,2013
Mazinger Z: INFINITY,Fathom,221000,,221000,2018
The Viral Factor,CL,220000,,220000,2012
HappyThankYouMorePlease,Anch.,216000,,216000,2011
Neil Young Journeys,SPC,215000,,215000,2012
Fall in Love Like a Star,CL,213000,,213000,2015
Tai Chi Zero,Vari.,212000,,212000,2012
The House I Live In,Abr.,211000,,211000,2012
The Breakup Guru,CL,209000,,209000,2014
Dark Places,A24,209000,,209000,2015
Arthur Newman,Cdgm.,208000,,208000,2013
Sweetgrass,CGld,207000,,207000,2010
The Prison,WGUSA,207000,,207000,2017
Heneral Luna,Abr.,206000,,206000,2015
Kaptaan,UTV,204000,,204000,2016
10 Years,Anch.,203000,,203000,2012
Ghanchakkar,UTV,203000,,203000,2013
Bethlehem,AF,202000,,202000,2014
Tim & Eric's Billion Dollar Movie,Magn.,201000,,201000,2012
Any Day Now,MBox,201000,,201000,2012
A Good Old Fashioned Orgy,Gold.,200000,,200000,2011
The Double (2014),Magn.,200000,,200000,2014
Listen Up Philip,Trib.,200000,,200000,2014
Fate/Stay Night: Heaven's Feel - I. Presage Flower,Fathom,194000,,194000,2018
Gemma Bovery,MBox,192000,,192000,2015
The Connection,Drft.,191000,,191000,2015
Midnight's Children,P/108,190000,,190000,2013
Bol,Eros,189000,,189000,2011
Love and Lost (Shi Gu),CL,189000,,189000,2015
Stonewall (2015),RAtt.,188000,,188000,2015
Maggie,RAtt.,187000,,187000,2015
Summer 1993,Osci.,186000,,186000,2018
Maquia: When the Promised Flower Blooms (Subtitled),Elev.,186000,,186000,2018
Detective K: Secret of the Lost Island,CJ,185000,,185000,2015
The Priests,CJ,185000,,185000,2015
Jig,Scre.,184000,,184000,2011
The Other Side of Hope,Jan.,184000,,184000,2017
League of Gods,Sony,182000,,182000,2016
Karwaan,PackYourBag,182000,,182000,2018
We Are The Best!,Magn.,181000,,181000,2014
Marjorie Prime,FR,181000,,181000,2017
Last Letter,CL,181000,,181000,2018
The Accidental Detective 2: In Action,CJ,179000,,179000,2018
Tere Naal Love Ho Gaya,UTV,178000,,178000,2012
Viva,Magn.,178000,,178000,2016
Casino Jack and the United States of Money,Magn.,177000,,177000,2010
The Hunter (2012),Magn.,177000,,177000,2012
The Wave,Magn.,177000,,177000,2016
The Guardians,MBox,177000,,177000,2018
Asura: The City of Madness,CJ,176000,,176000,2016
Graduation,IFC,176000,,176000,2017
Mr. Gaga: A True Story of Love and Dance,Abr.,174000,,174000,2017
The Farewell Party,Gold.,173000,,173000,2015
That Demon Within,CL,172000,,172000,2014
A Brilliant Young Mind,Gold.,172000,,172000,2015
In This Corner of the World,FUN,172000,,172000,2017
David Lynch: The Art Life,Jan.,171000,,171000,2017
Flying Swords of Dragon Gate,IM,170000,,170000,2012
God's Pocket,IFC,170000,,170000,2014
Luis & the Aliens,VPD,170000,,170000,2018
Joker,UTV,169000,,169000,2012
Bellflower,Osci.,168000,,168000,2011
Double Lover,Cohen,168000,,168000,2018
R... Rajkumar,Eros,167000,,167000,2013
Time Out of Mind,IFC,167000,,167000,2015
Dark Horse,BM&DH,166000,,166000,2012
We Steal Secrets: The Story of Wikileaks,FCW,166000,,166000,2013
Snow Girl and the Dark Crystal,WGUSA,165000,,165000,2015
C'Est Si Bon,CJ,164000,,164000,2015
Louder than Bombs,Orch.,164000,,164000,2016
Restless (2011),SPC,163000,,163000,2011
The Last Women Standing,CL,163000,,163000,2015
5 to 7,IFC,163000,,163000,2015
After The Ball,Free,162000,,162000,2015
13 Minutes,SPC,162000,,162000,2017
Howards End (2016 Restoration),Cohen,160000,,160000,2016
Sunset Song,Magn.,160000,,160000,2016
Human Capital,FM,159000,,159000,2015
Shirin Farhad Ki Toh Nikal Padi,Eros,156000,,156000,2012
Experimenter,Magn.,156000,,156000,2015
Magic Trip,Magn.,155000,,155000,2011
Desert Dancer,Rela.,155000,,155000,2015
The Journey,IFC,155000,,155000,2017
Eames: The Architect and the Painter,FRun,153000,,153000,2011
Bullhead,Drft.,152000,,152000,2012
Chakravyuh,Eros,152000,,152000,2012
Samba,BG,152000,,152000,2015
Born to be Blue,EOne,152000,,152000,2016
Revenge of the Electric Car,A23,151000,,151000,2011
The Tribe,Drft.,151000,,151000,2015
The Void,Scre.,151000,,151000,2017
Blade of the Immortal,Magn.,151000,,151000,2017
Forever Young (2015),CL,150000,,150000,2015
Seasons,MBox,150000,,150000,2016
The Patience Stone,SPC,149000,,149000,2013
Rams (Hrútar),Cohen,149000,,149000,2016
Ghost Stories,IFC,149000,,149000,2018
Museo,Vita.,149000,,149000,2018
Rangeelay,Eros,148000,,148000,2013
The New Girlfriend,Cohen,147000,,147000,2015
Thelma,Orch.,147000,,147000,2017
The Little Mermaid (2018),Conglomerate,147000,,147000,2018
Tangerines,Gold.,145000,,145000,2015
Luv Shuv Tey Chicken Khurana,UTV,144000,,144000,2012
Manglehorn,IFC,143000,,143000,2015
The Human Centipede 2: Full Sequence,IFC,142000,,142000,2011
Cold Weather,IFC,141000,,141000,2011
Game (2011),Eros,140000,,140000,2011
High School,Anch.,139000,,139000,2012
The Polar Express (2014 re-issue),WB,139000,,139000,2014
Ingrid Bergman: In Her Own Words,Rialto,138000,,138000,2015
1911,Vari.,136000,,136000,2011
Warriors of the Rainbow: Seediq Bale,WGUSA,136000,,136000,2012
Twenty (2015),CJ,136000,,136000,2015
La Sapienza,KL,135000,,135000,2015
Tumbledown,SM,135000,,135000,2016
"Life, Above All",SPC,134000,,134000,2011
The Jewish Cardinal,FM,134000,,134000,2014
Mississippi Grind,A24,131000,,131000,2015
Tomboy (2011),Da.,130000,,130000,2011
The Loneliest Planet,IFC,130000,,130000,2012
Drug War,Vari.,128000,,128000,2013
The Brand New Testament,MBox,128000,,128000,2016
Forgiveness of Blood,IFC,127000,,127000,2012
A Journey Through Time with Anthony,CL,127000,,127000,2015
"Turn Me On, Dammit!",NYer,126000,,126000,2012
Boulevard,SM,126000,,126000,2015
Spirits' Homecoming,PM&E,126000,,126000,2016
The Young Karl Marx,Orch.,126000,,126000,2018
Beyond the Hills,IFC,125000,,125000,2013
Sweet Bean,KL,125000,,125000,2016
BPM (Beats Per Minute),Orch.,125000,,125000,2017
God Bless America,Magn.,123000,,123000,2012
A War,Magn.,123000,,123000,2016
Explosion,CL,123000,,123000,2017
Z for Zachariah,RAtt.,121000,,121000,2015
Fire at Sea,KL,121000,,121000,2016
Hockney,FM,121000,,121000,2016
Trust (2011),MNE,120000,,120000,2011
Three,WGUSA,120000,,120000,2016
Becoming Astrid,MBox,120000,,120000,2018
Do I Sound Gay?,IFC,119000,,119000,2015
Tale of Tales,IFC,119000,,119000,2016
Bullet Vanishes,CL,118000,,118000,2012
Storm Surfers 3D,XL,117000,,117000,2013
Yossi,Strand,117000,,117000,2013
Ryuichi Sakamoto: Coda,MUBI,117000,,117000,2018
Zero Motivation,Zeit.,116000,,116000,2014
Love Live! The School Idol Movie,AZ,116000,,116000,2015
Gonjiam: Haunted Asylum,WGUSA,115000,,115000,2018
The Woman in the Fifth,ATO,114000,,114000,2012
The King's Choice,Gold.,113000,,113000,2017
Slack Bay,KL,113000,,113000,2017
Spinning Plates,TFA,112000,,112000,2013
Ek Thi Daayan,Eros,112000,,112000,2013
She's Funny That Way,LGP,112000,,112000,2015
The Measure of a Man,KL,112000,,112000,2016
Take Point,CJ,112000,,112000,2018
The Dawn Wall,Orch.,112000,,112000,2018
Memories of the Sword,WGUSA,111000,,111000,2015
The Negotiation,CJ,111000,,111000,2018
5 Broken Cameras,KL,110000,,110000,2012
The Look of Silence,Drft.,109000,,109000,2015
The Captain,MBox,109000,,109000,2018
Mary Shelley,IFC,109000,,109000,2018
The Beauty Inside,WGUSA,108000,,108000,2015
Aferim!,BWP,108000,,108000,2016
In Between,FM,108000,,108000,2018
Hello I Must Be Going,Osci.,107000,,107000,2012
Like Crazy (2017),Strand,107000,,107000,2017
Steve Jobs: The Lost Interview,Magn.,106000,,106000,2011
The English Teacher,Cdgm.,105000,,105000,2013
The Chronicles of Evil,CJ,105000,,105000,2015
Until Forever (Por Siempre),CZ,105000,,105000,2016
Under the Sun (2016),Icar.,105000,,105000,2016
Fabricated City,CJ,105000,,105000,2017
Every Secret Thing,SM,104000,,104000,2015
Namaste England,Eros,104000,,104000,2018
The Golden Era,CL,103000,,103000,2014
God Help the Girl,Ampl.,103000,,103000,2014
Happy Phirr Bhag Jayegi,Eros,103000,,103000,2018
Ismael's Ghosts,Magn.,103000,,103000,2018
The Magic of Belle Isle,Magn.,102000,,102000,2012
The Lure,Jan.,102000,,102000,2017
Revenge (2018),Neon,102000,,102000,2018
"Oslo, August 31st",Strand,101000,,101000,2012
Wuthering Heights (2012),Osci.,101000,,101000,2012
Mugamoodi,UTV,101000,,101000,2012
Ghost in the Shell: The New Movie,FUN,101000,,101000,2015
Black Souls (Anime Nere),Alc,101000,,101000,2015
Score: A Film Music Documentary,Grav.,101000,,101000,2017
Unstoppable (2018),WGUSA,101000,,101000,2018
Rubber,Magn.,100000,,100000,2011
The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000,,100000,2011
V/H/S,Magn.,100000,,100000,2012
Man of Tai Chi,RTWC,100000,,100000,2013
The Best Offer,IFC,100000,,100000,2014
Our Last Tango,Strand,100000,,100000,2016
Munna Michael,Eros,99600,,99600,2017
Rock On 2,Eros,98900,,98900,2016
Seondal: The Man Who Sells the River,CJ,97500,,97500,2016
Child's Pose,Zeit.,97200,,97200,2014
The Mayor,WGUSA,96800,,96800,2017
A Poem Is a Naked Person (2015 re-issue),Jan.,96600,,96600,2015
So Young 2: Never Gone,CL,96400,,96400,2016
The Fencer,CFI,96000,,96000,2017
Goodbye First Love,IFC,95000,,95000,2012
Chalo Dilli,Eros,94300,,94300,2011
Saving Mr. Wu,UEP,92700,,92700,2015
Cuban Fury,EOne,92400,,92400,2014
"New York, New York (2016)",CL,92400,,92400,2016
Passion,EOne,92200,,92200,2013
The Tales of Hoffmann (2015 re-issue),Rialto,91900,,91900,2015
Girl on a Bicycle,Mont.,91400,,91400,2014
Christmas Eve,Ampl.,91300,,91300,2015
Memoir of a Murderer,WGUSA,91300,,91300,2017
Queen of Earth,IFC,91200,,91200,2015
The King's Case Note,CJ,91000,,91000,2017
Fireworks Wednesday,Ghop,90500,,90500,2016
Breathe In,Cohen,89700,,89700,2014
No One's Life Is Easy: So I Married an Anti-Fan,CL,89300,,89300,2016
The Third Murder,FM,89300,,89300,2018
Byzantium,IFC,89200,,89200,2013
Hero (2015),Eros,88700,,88700,2015
Life After Beth,A24,88300,,88300,2014
Sunshine Superman,Magn.,88100,,88100,2015
"My Love, Don't Cross that River",FM,88000,,88000,2016
The House That Jack Built,IFC,88000,,88000,2018
Advanced Style,B360,87900,,87900,2014
Marina Abramovic: The Artist is Present,MBox,86600,,86600,2012
Author: The JT LeRoy Story,Magn.,86000,,86000,2016
The Rooftop,WGUSA,85800,,85800,2013
Warriors of the Dawn,FIP,84500,,84500,2017
Custody,KL,83900,,83900,2018
The Eye of the Storm,SEG,83600,,83600,2012
Mountains May Depart,KL,82900,,82900,2016
Cock and Bull,CL,82800,,82800,2016
A Street Cat Named Bob,Cleopatra,82700,,82700,2016
Godard Mon Amour,Cohen,82300,,82300,2018
The Whale,Pala.,81900,,81900,2011
We Are What We Are,EOne,81400,,81400,2013
Stuck in Love,MNE,81100,,81100,2013
The Nile Hilton Incident,Strand,81100,,81100,2017
Les cowboys,Cohen,80800,,80800,2016
Heaven Knows What,RTWC,80700,,80700,2015
More Than Honey,KL,79800,,79800,2013
Nasty Baby,Orch.,79800,,79800,2015
The Innkeepers,Magn.,78400,,78400,2012
Pop Aye,KL,78000,,78000,2017
Just a Breath Away,EOne,78000,,78000,2018
Beautiful Boy,Anch.,77200,,77200,2011
This is Not a Film,PalT,77000,,77000,2012
Caesar Must Die,AF,76900,,76900,2013
Saala Khadoos,UTV,76900,,76900,2016
The Island President,Gold.,76400,,76400,2012
Leviathan (2013),CGld,76200,,76200,2013
Mukkabaaz,Eros,75900,,75900,2018
Better Living Through Chemistry,Gold.,75100,,75100,2014
Keys to the Heart,CJ,75100,,75100,2018
No One Lives,Anch.,74900,,74900,2013
Tehran Taboo,KL,74800,,74800,2018
The Last Suit,OutF,73500,,73500,2018
The Wonders,Osci.,73400,,73400,2015
"Nico, 1988",Magn.,73300,,73300,2018
Detachment,Trib.,72700,,72700,2012
Helicopter Eela,Eros,72000,,72000,2018
Dancer,IFC,71900,,71900,2016
Sweet 20,CJ,71800,,71800,2016
War Witch,Trib.,70500,,70500,2013
Puncture,MNE,68900,,68900,2011
Predestination,VE,68400,,68400,2015
The Pervert's Guide to Ideology,Zeit.,68000,,68000,2013
Under the Tree,Magn.,67600,,67600,2018
The Dark Horse,BG,67500,,67500,2016
For No Good Reason,SPC,67400,,67400,2014
Phantom Detective,CJ,67100,,67100,2016
People Places Things,TFA,67000,,67000,2015
The Notebook (2014),SPC,66600,,66600,2014
Deadfall (2012),Magn.,66400,,66400,2012
A Beautiful Life,CL,66200,,66200,2011
Ran (2016 re-issue),Rialto,66100,,66100,2016
Eden,BG,65500,,65500,2015
The Duke of Burgundy,IFC,64500,,64500,2015
Girlfriend Boyfriend - GF BF,CL,64400,,64400,2012
My Lucky Star,CL,64400,,64400,2013
Microbe & Gasoline,Scre.,63800,,63800,2016
The Office,CL,63700,,63700,2015
Heropanti,UTV,63600,,63600,2014
I Can Speak,CJ,63200,,63200,2017
No Tears for the Dead,CJ,63100,,63100,2014
Becoming Traviata,Distrib.,62700,,62700,2013
Tomorrow,UTMW,62500,,62500,2017
Viva Riva!,MBox,61800,,61800,2011
Sightseers,IFC,61800,,61800,2013
Alamar,FM,61600,,61600,2010
Flowers,MBox,61600,,61600,2015
Only You,CL,61600,,61600,2015
Young and Beautiful,IFC,61100,,61100,2014
Girlhood (2015),Strand,60800,,60800,2015
Siddharth,Zeit.,60500,,60500,2014
Worlds Apart,CLS,60300,,60300,2017
Jauja,CGld,60200,,60200,2015
Gueros,KL,60100,,60100,2015
Murder 2,Eros,59500,,59500,2011
Time Renegades,CJ,59400,,59400,2016
Walk of Shame,FCW,59200,,59200,2014
Vulgaria,CL,59100,,59100,2012
The Conformist (2014 re-release),KL,58700,,58700,2014
I Smile Back,BG,58700,,58700,2015
Rudderless,Gold.,58300,,58300,2014
Vanishing Time: A Boy Who Returned,Dreamwest,57800,,57800,2016
The Canyons,IFC,56800,,56800,2013
The Rocket (2014),KL,56800,,56800,2014
DONGJU: The Portrait of a Poet,CJ,56600,,56600,2016
The Turin Horse,CGld,56400,,56400,2012
In Bloom,BWP,56100,,56100,2014
L'attesa,Osci.,55800,,55800,2016
The Lovers and the Despot,Magn.,55500,,55500,2016
Dirty Girl,Wein.,55100,,55100,2011
Clown,W/Dim.,55000,,55000,2016
Starred Up,Trib.,54900,,54900,2014
Half of a Yellow Sun,Mont.,54500,,54500,2014
Diary of a Chambermaid,Cohen,54200,,54200,2016
Extraordinary Mission,Crimson,54200,,54200,2017
The Ark of Mr. Chow,CL,54100,,54100,2015
Hateship Loveship,IFC,54000,,54000,2014
"1,000 Times Good Night",FM,53900,,53900,2014
High Strung (2016),Pala.,53400,,53400,2016
The Club,MBox,52800,,52800,2016
Being 17,Strand,52700,,52700,2016
Hatchet 2,Vita.,52600,,52600,2010
Jodi Breakers,Yash,52600,,52600,2012
The Last Man on the Moon,Grav.,52500,,52500,2016
The Missing Picture,Strand,52200,,52200,2014
Before We Vanish,Super,52100,,52100,2018
My Annoying Brother,CJ,52000,,52000,2016
Cemetery of Splendor,Strand,52000,,52000,2016
Disorder,IFC,51900,,51900,2016
Battleship Potemkin (2011 re-issue),Kino,51200,,51200,2011
I Am Not a Witch,FM,50900,,50900,2018
Like for Likes,CJ,50800,,50800,2016
The Ornithologist,Strand,50500,,50500,2017
Painted Skin: The Resurrection,WGUSA,50400,,50400,2012
In the Shadow of Women,Distrib.,50300,,50300,2016
In Order of Disappearance,Magn.,50300,,50300,2016
The Advocate: A Missing Body,CJ,50200,,50200,2015
The Treasure,SDS,50200,,50200,2016
Heist (2015),LGP,50100,,50100,2015
Fatima,KL,50100,,50100,2016
Difret,TA,49700,,49700,2015
Love U Mr. Kalakaar,Eros,48600,,48600,2011
Decoding Annie Parker,EOne,48400,,48400,2014
Napping Princess,GK,48200,,48200,2017
"All's Well, End's Well (2012)",CL,47900,,47900,2012
Alphaville (2013 re-release),Rialto,47700,,47700,2014
Appropriate Behavior,Grav.,46900,,46900,2015
Twenty Two,CL,46800,,46800,2017
Table No. 21,Eros,46700,,46700,2013
Margaret,FoxS,46500,,46500,2011
Wish You Were Here (2013),EOne,46300,,46300,2013
Racer & the Jailbird,Super,46300,,46300,2018
Beyond the Reach,RAtt.,45900,,45900,2015
A Glimpse Inside the Mind of Charles Swan III,A24,45400,,45400,2013
Return to The Hiding Place,SEA,45400,,45400,2014
We Are X,Drft.,45300,,45300,2016
"Happy, Happy",Magn.,45200,,45200,2011
The Salvation,IFC,44900,,44900,2015
Double Trouble,CL,44800,,44800,2012
A Melody to Remember,CJ,44300,,44300,2016
Rodin,Cohen,44300,,44300,2018
Madame Bovary,Alc,44200,,44200,2015
What Will People Say,KL,44200,,44200,2018
Phantom of the Theatre,WGUSA,44000,,44000,2016
Mastizaade,Eros,43400,,43400,2016
Bluebeard,WGUSA,43100,,43100,2017
Charlie's Country,MR,42900,,42900,2015
The We and the I,P/108,42200,,42200,2013
Pearl Button,KL,42200,,42200,2015
Closet Monster,Strand,42200,,42200,2016
A Ciambra,IFC,41900,,41900,2018
One Week and a Day,Osci.,41600,,41600,2017
Queen and Country,BBC,41300,,41300,2015
The Myth of the American Sleepover,IFC,41000,,41000,2011
Hell and Back Again,DF,40600,,40600,2011
The Phone,CJ,40500,,40500,2015
What Our Fathers Did: A Nazi Legacy,Osci.,40100,,40100,2015
Killing Season,MNE,39900,,39900,2013
Khodorkovsky,KL,39500,,39500,2011
Post Tenebras Lux,Strand,39200,,39200,2013
The Commune,Magn.,38700,,38700,2017
Rising From Ashes,FRun,38600,,38600,2013
Berberian Sound Studio,IFC,38500,,38500,2013
The Fairy,KL,38400,,38400,2012
Lila & Eve,Gold.,38300,,38300,2015
Ip Man: The Final Fight,WGUSA,37900,,37900,2013
Come What May,Cohen,37800,,37800,2016
Oolong Courtyard,CL,37700,,37700,2018
A Woman's Life,KL,37600,,37600,2017
Before We Go,RTWC,37200,,37200,2015
The Mafia Only Kills in Summer,Distrib.,37100,,37100,2015
Girls vs Gangsters,WGUSA,37100,,37100,2018
Redemption (2013),RAtt.,36900,,36900,2013
Sleeping Beauty (2011) (II),IFC,36600,,36600,2011
My Kingdom (2011),CL,36500,,36500,2011
"No Date, No Signature",Distrib.,36400,,36400,2018
Knock Knock,LGP,36300,,36300,2015
Kindergarten Teacher,KL,36200,,36200,2015
Welcome to Leith,FRun,36000,,36000,2015
Until Forever,Linn,35800,,35800,2016
Camille Claudel 1915,KL,35300,,35300,2013
Summertime (2016),Strand,35300,,35300,2016
Wild City,WGUSA,34900,,34900,2015
Love in Space,CL,34800,,34800,2011
Songs My Brothers Taught Me,KL,34800,,34800,2016
Mr. Right,FCW,34700,,34700,2016
The Forbidden Room,KL,34400,,34400,2015
Phantom Boy,GK,34400,,34400,2016
Sweet Sixteen (Xia You Qiao Mu),CL,34300,,34300,2016
Eisenstein in Guanajuato,Strand,34300,,34300,2016
Last Cab to Darwin,FRun,34200,,34200,2016
Hit So Hard,Vari.,34000,,34000,2012
The Map Against the World,CJ,34000,,34000,2016
White Bird in a Blizzard,Magn.,33800,,33800,2014
Afterimage,FM,33400,,33400,2017
Stake Land,IFC,33200,,33200,2011
Alone in Berlin,IFC,33100,,33100,2017
Song One,TFA,32299,,32299,2015
Living in Emergency,Truly,32200,,32200,2010
The Hero of Color City,Magn.,32200,,32200,2014
Love Forecast,CJ,32200,,32200,2015
Kaili Blues,Ghop,32200,,32200,2016
Anesthesia,IFC,32200,,32200,2016
Bird People,IFC,32100,,32100,2014
"Rio, I Love You",Scre.,32000,,32000,2016
"Out 1, noli me tangere",CFilms,31500,,31500,2015
As I Open My Eyes,KL,31000,,31000,2016
Kalakalappu@Masala Cafe,UTV,30900,,30900,2012
The Son of No One,Anch.,30700,,30700,2011
The Bay,RAtt.,30700,,30700,2012
The Son of Joseph,KL,30600,,30600,2016
"3 1/2 Minutes, 10 Bullets",Part.,30400,,30400,2015
From Afar,Strand,30200,,30200,2016
Muran,UTV,30100,,30100,2011
For a Few Bullets,CL,30100,,30100,2016
Paulette,Cohen,29500,,29500,2015
You've Been Trumped,ICir,29300,,29300,2012
The Last Princess,CJ,29300,,29300,2016
The Sleeping Beauty,Strand,29100,,29100,2011
Valley of Love,Strand,28600,,28600,2016
The Apparition (2018),MBox,28300,,28300,2018
Closed Curtain,Vari.,28100,,28100,2014
The Cut,Strand,28100,,28100,2015
The Villainess,WGUSA,27700,,27700,2017
The Keeping Room,Drft.,27200,,27200,2015
Lilting,Strand,27100,,27100,2014
Blackway,Electric,27100,,27100,2016
Here (2012),Strand,26700,,26700,2012
Neon Bull,KL,26700,,26700,2016
Papa (Luo shan ji dao dan ji hua),Jampa,26700,,26700,2016
The Daughter,KL,26400,,26400,2017
The Charmer,FM,26200,,26200,2018
Standing Tall (La tete haute),Cohen,26100,,26100,2016
Chevalier,Strand,25700,,25700,2016
Adult World,IFC,25400,,25400,2014
The New Year's Eve of Old Lee,CL,25400,,25400,2016
Cosmos,KL,25300,,25300,2016
Moscow Never Sleeps,CAVU,25300,,25300,2017
In Another Country,KL,25100,,25100,2012
A Monster with a Thousand Heads,MBox,24900,,24900,2016
Evolution,IFC,24800,,24800,2016
Big Game,EC,24600,,24600,2015
Bastards,IFC,24500,,24500,2013
"Right Now, Wrong Then",Ghop,24500,,24500,2016
Paradise: Love,Strand,24300,,24300,2013
Kill Me Three Times,Magn.,24300,,24300,2015
Elliot: The Littlest Reindeer,Scre.,24300,,24300,2018
Lolo,FR,24100,,24100,2016
A Tale of Winter (Conte d'hiver),BWP,23300,,23300,2014
Our Children,Distrib.,23200,,23200,2013
"Hippocrates, Diary of a French Doctor",Distrib.,23100,,23100,2015
Court,Zeit.,22900,,22900,2015
My Scientology Movie,Magn.,22900,,22900,2017
The First Time,Gold.,22800,,22800,2012
Una,EF,22800,,22800,2017
Salut D'Amour,CJ,22500,,22500,2015
Tyrannosaur,Strand,22300,,22300,2011
Ceremony,Magn.,22300,,22300,2011
Mediterranea,IFC,22100,,22100,2015
Sanam Teri Kasam,Eros,22100,,22100,2016
The Workshop,Strand,22100,,22100,2018
Loving Pablo,Uni.,22000,,22000,2018
Bending the Arc,Abr.,21900,,21900,2017
V/H/S/2,Magn.,21800,,21800,2013
The Girl Without Hands,GK,21800,,21800,2017
A Paris Education,KL,21600,,21600,2018
Always Kabhi Kabhi,Eros,21400,,21400,2011
Bonsai,Strand,21300,,21300,2012
The Look of Love,IFC,21300,,21300,2013
The Decent One,KL,21300,,21300,2014
Term Life,FCW,21300,,21300,2016
Noma - My Perfect Storm,Magn.,21100,,21100,2015
The Day,Anch.,21000,,21000,2012
The Painting (2013),GK,21000,,21000,2013
Whisky Galore,Arrow,21000,,21000,2017
Tag Along: The Devil Fish,CL,20700,,20700,2018
The Sea of Trees,A24,20400,,20400,2016
RV: Resurrected Victims,WGUSA,20400,,20400,2017
Better Watch Out,WGUSA,20400,,20400,2017
Absolutely Anything,ADC,20200,,20200,2017
Terraferma,Cohen,20000,,20000,2013
Love and Honor (2013),IFC,19700,,19700,2013
